area,bedrooms,garage,address,district,type,total
25,1,0,Rua Aurora,Santa Efigênia,Studio e kitnet,1163
18,1,0,Rua Barata Ribeiro,Bela Vista,Studio e kitnet,4754
60,2,0,Rua Uacari,Cidade Antônio Estêvão de Carvalho,Casa,1251
180,2,3,Rua Joaquim Távora,Vila Mariana,Apartamento,12600
72,2,1,dos Pinheiros,Pinheiros,Apartamento,12260
40,1,1,Rua dos Estudantes,Sé,Apartamento,1766
39,1,0,Rua Doutor Fábio Montenegro,Vila Guilhermina,Apartamento,1800
74,2,2,Rua Francisco de Vitória,Jardim Vila Mariana,Apartamento,4402
39,1,0,Avenida Senador Queirós,Centro,Studio e kitnet,2321
45,1,0,Rua Rego Freitas,Socorro,Apartamento,2550
82,3,1,Rua Dom Romualdo de Seixas,Cambuci,Apartamento,4916
67,2,1,Avenida do Rio Bonito,Veleiros,Apartamento,2183
290,4,3,Rua David Gebara,Morumbi,Apartamento,10600
94,3,2,Rua Antônio Júlio dos Santos,Fazenda Morumbi,Apartamento,3685
258,3,2,Rua Tapejara,Jardim Bonfiglioli,Casa,9018
32,1,0,Rua Guaicurus,Água Branca,Apartamento,2560
64,3,2,Rua Ernani Pinto,Vila Maria Alta,Apartamento,2452
46,1,1,Alfredo Pujol,Santana,Apartamento,3805
74,2,1,Rua Alves Guimarães,Pinheiros,Apartamento,4535
23,1,0,Rua Augusta,Consolação,Studio e kitnet,3002
63,2,1,Rua Doutor José Carlos de Toledo Piza,Jardim Parque Morumbi,Apartamento,4362
112,2,0,Rua Salvador Sala,Piqueri,Casa,1738
54,2,1,Avenida Engenheiro Armando de Arruda Pereira,Vila do Encontro,Apartamento,2420
28,1,1,Rua Dom Vilares,Vila das Merces,Casa,1098
30,1,0,Rua Frei Vicente do Salvador,Santana,Apartamento,2416
150,2,1,Rua República do Iraque,Brooklin Paulista,Casa,3136
42,1,0,Rua André Spitaleti,Pestana,Casa,1371
100,3,1,Rua Artur Ferreira de Abreu,Jardim Rosa Maria,Apartamento,3170
35,2,1,Rua Antônio Gomes Ferreira,Parque Fongaro,Apartamento,1871
79,2,2,Rua João Rudge,Casa Verde,Apartamento,5022
45,2,1,Rua Amália Figueiroa,Vila Buenos Aires,Apartamento,1662
150,2,1,Rua André Maia,Vila Pereira Barreto,Casa,1380
60,2,1,Avenida Jaguaribe,Jaguaribe,Apartamento,2019
260,4,2,Rua Tiburtino,Siciliano,Casa,4378
150,2,2,Rua Casa do Ator,Vila Olímpia,Casa,7040
180,4,2,Rua Haddock Lobo,Cerqueira César,Apartamento,8052
27,1,0,Rua Caetano Pinto,Brás,Apartamento,2237
63,3,2,Rodovia Raposo Tavares,Jardim Olympia,Apartamento,2827
55,2,1,Rua Dona Vitu Giorgi,Jardim Leonor,Apartamento,2162
20,1,0,Avenida Koki Koga,Parque Continental I,Casa,845
67,2,0,Rua Carneiro da Cunha,Vila da Saúde,Apartamento,3325
28,1,0,Praça Alberto Lion,Cambuci,Apartamento,2012
350,3,4,Alameda das Sempre-vivas,Alphaville,Casa em condomínio,14120
35,1,0,Avenida Benigno Carrera,Vila Campestre,Casa em condomínio,930
320,5,2,Rua Nossa Senhora do Monte Serrat,Ferreira,Casa,8169
37,1,0,Rua Álvaro de Carvalho,Centro,Apartamento,2795
125,3,2,Rua Aureliano do Amaral,Vila Nova Esperança,Casa,2346
190,3,3,Rua Santa Albina,Jardim Santa Monica,Casa,2728
40,1,1,Rua Washington Luís,Centro,Apartamento,2736
40,1,1,Avenida Vereador José Diniz,Santo Amaro,Apartamento,4465
33,1,0,Rua Cônego Vicente Miguel Marino,Barra Funda,Apartamento,2624
54,1,0,Rua Oscar Freire,Pinheiros,Apartamento,5743
85,3,0,Rua Afonso Sardinha,Lapa,Casa,3670
70,2,0,Rua Tenente Oswaldo Antônio,Parque Edu Chaves,Casa,1785
61,3,1,Av. Vila Ema,Vila Ema,Apartamento,2807
42,1,0,Rua Herval,Belenzinho,Apartamento,3835
33,1,0,Rua Joaquim Floriano,Itaim Bibi,Studio e kitnet,7179
300,3,5,Rua Professor Alexandre Correia,Jardim Vitória Régia,Apartamento,20940
87,2,0,Rua Paulistânia,Sumarezinho,Apartamento,4332
50,2,1,Avenida Miguel Estefno,Vila da Saúde,Apartamento,1696
200,3,2,Rua Cancioneiro Popular,Santo Amaro,Casa,11340
30,1,0,Rua Coronel Joaquim Antônio Dias,Vila Azevedo,Studio e kitnet,2050
250,3,6,Rua Jorge Valim,Vila Ester (zona Norte),Casa,12840
41,2,2,Rua Capitão José Amaral,Vila Portuguesa,Apartamento,1854
70,2,0,Avenida Waldemar Carlos Pereira,Vila Talarico,Apartamento,1766
66,3,1,Rua Malvina Ferrara Samarone,Vila Dom Pedro I,Apartamento,4349
40,2,0,Rua São Quirino,Vila Guilherme,Apartamento,1804
167,4,2,Rua Jaguari,Bosque da Saúde,Casa,3965
52,1,0,Avenida Cásper Líbero,Centro,Apartamento,1822
134,3,1,Rua Correia de Lemos,Chácara Inglesa,Apartamento,5828
48,2,2,Rua Professor Leonídio Allegretti,Itaquera,Apartamento,1447
120,2,1,"Rua Antônio Sarkis, 49 - Vila Galvao, Guarulhos - Sp, Brasil",Vila Rosália,Casa,2797
150,3,2,Rua João da Rocha,Vila Constancia,Casa,4916
249,3,1,Rua José Gonçalves Gomide,Vila Guilherme,Casa,3557
80,2,5,Avenida João Barreto de Menezes,Vila Santa Catarina,Casa,2305
60,2,1,Rua Antônio do Campo,Pedreira,Apartamento,2507
65,2,1,Avenida Paes de Barros,Mooca,Apartamento,2977
133,2,3,Rua Doutor Jesuíno Maciel,Campo Belo,Casa,3948
55,1,0,Rua Serra de Botucatu,Vila Gomes Cardim,Apartamento,1998
40,1,0,Rua Avanhandava,Bela Vista,Apartamento,1817
40,1,0,Rua Benito Fioretto,Vila das Merces,Casa,1024
58,2,1,Avenida Deputado Emílio Carlos,Limão,Apartamento,2546
250,5,3,Rua Professor Henrique Neves Lefevre,Jardim Petropolis,Casa,7401
80,3,2,Rua Vicenzo Paciulo,Jardim Las Vegas,Apartamento,2745
145,3,3,Rua Doutor Amando Franco Soares Caiuby,Parque Bairro Morumbi,Apartamento,8152
39,1,1,Rua Doutor Morais Dantas,Vila Barbosa,Apartamento,1967
51,1,0,Avenida Prestes Maia,Centro,Studio e kitnet,1581
73,1,0,Rua Maria Paula,Bela Vista,Apartamento,3368
24,1,0,Rua Barata Ribeiro,Bela Vista,Studio e kitnet,5062
48,2,0,Rua São Bernardo,Cidade Mãe do Céu,Apartamento,2125
60,2,1,Rua Carlo Carra,Vila Santa Catarina,Apartamento,3477
50,2,0,Rua General Dias,Penha de França,Casa,1403
25,1,0,Rua Doutora Neyde Apparecida Sollitto,Vila Clementino,Apartamento,993
27,1,0,Rua Luís Godoy Carvalho,São João Climaco,Apartamento,1121
130,3,2,Avenida Onze de Junho,Vila Clementino,Apartamento,6580
225,4,4,Rua Campo Grande,Vila Leopoldina,Casa,10710
112,3,1,Rua República do Iraque,Campo Belo,Casa,4095
45,1,1,Rua Duarte de Azevedo,Santana,Apartamento,3611
42,2,0,Rua Caetano Pinto,Brás,Apartamento,1981
37,1,1,Rua Alegre,Santa Paula,Studio e kitnet,3397
70,1,1,Rua Balthazar da Veiga,Vila Nova Conceição,Apartamento,7672
50,2,0,Rua Lázara da Silva Jimenes,Vila Leonor,Apartamento,1711
36,1,1,Rua Dionísio da Costa,Vila Mariana,Apartamento,4597
104,3,0,Rua Lúcia Caiaffa,Vila Pereira Barreto,Apartamento,5304
65,2,0,Rua da Consolação,Consolação,Apartamento,2831
84,2,1,Rua Justo Azambuja,Cambuci,Apartamento,3958
300,6,2,Rua dos Ferreiras,Jardim Danfer,Casa,4170
32,1,0,Rua Luís Fláquer,Carandiru,Apartamento,1558
110,3,1,Rua Haddock Lobo,Cerqueira César,Apartamento,6360
250,3,4,Rua Tonelero,Vila Ipojuca,Casa,5083
36,1,0,Rua Oscar Cintra Gordinho,Liberdade,Apartamento,1287
38,1,1,Rua dos Timbiras,Santa Ifigênia,Apartamento,2665
20,1,0,Rua Arruda Ferreira,Vila Guilherme,Apartamento,1230
198,4,3,Rua Doutor James Ferraz Alvim,Vila Suzana,Apartamento,6679
72,2,1,Rua Jeroaquara,Vila Romana,Apartamento,4827
100,2,1,Rua Olímpia,Vila Camilopolis,Apartamento,2859
143,3,2,Rua Francisco Preto,Vila Morse,Casa,10620
75,3,1,Rua Trajano de Faria,Jardim Nova Taboao,Apartamento,3278
69,3,1,Rua Colômbia,Jardim América,Apartamento,4123
30,1,1,Avenida Barro Branco,Vila do Encontro,Casa,1286
19,1,0,Via Anchieta,Vila Bandeirantes,Studio e kitnet,919
73,2,2,Rua Brasil,Rudge Ramos,Apartamento,2687
147,2,2,Rua Dom Macário,Vila da Saúde,Casa,2328
43,1,1,Rua Viaza,Campo Belo,Apartamento,3648
170,3,2,Rua Alesso Baldovinetti,Casa Verde Alta,Casa,3335
70,2,2,Rua Leontina Atui Nogueira,Jardim Santo Amaro,Casa,2756
55,3,2,Avenida Túlio Teodoro de Campos,Vila Paulista,Apartamento,3550
75,3,1,Rua Doutor Luiz Migliano,Jardim Caboré,Apartamento,3457
28,1,0,Rua Cerqueira César,Centro,Studio e kitnet,1069
35,1,1,Rua Santo Antônio,Bela Vista,Studio e kitnet,3435
46,2,1,Rua Pires da Mota,Aclimação,Apartamento,3676
102,3,2,Rua Jabaeté,Vila Regente Feijó,Casa,3222
160,3,2,Rua Humberto I,Vila Mariana,Apartamento,11040
140,3,2,Rua Doutor Roberto Feijó,Parque da Vila Prudente,Casa,2993
35,1,1,Alameda Rio Negro,Alphaville Industrial,Apartamento,3960
96,2,1,Rua Maracaí,Aclimação,Casa,2972
25,1,0,Avenida Dr. Vieira de Carvalho,República,Studio e kitnet,1742
50,1,0,Rua Domingos de Morais,Vila Mariana,Studio e kitnet,2206
89,2,1,Avenida Hilário Pereira de Souza,Centro,Apartamento,5898
136,3,2,Avenida Doutor Lino de Moraes Leme,Jardim Aeroporto,Casa,4019
67,3,1,Rua Eugène Carrière,Butantã,Apartamento,3596
27,1,1,Rua Pedroso Alvarenga,Itaim Bibi,Studio e kitnet,6404
53,1,0,Rua Pires da Mota,Aclimação,Apartamento,2569
57,2,1,Rua Bela Vista do Paraíso,Vila Palmeiras,Apartamento,1993
54,1,0,Rua dos Carmelitas,Liberdade,Apartamento,2201
150,2,1,Rua Padre Luís Yeber,Vila Sao Luis(zona Oeste),Casa,4368
22,0,0,Rua Manoel Dutra,Bela Vista,Studio e kitnet,1906
106,2,0,Rua Raul Pompéia,Pompeia,Casa,3127
238,3,3,Rua B. B. Varela,Jardim Lideranca,Casa,3191
35,1,1,Rua Washington Luís,Centro,Apartamento,2686
96,2,1,Rua Tito,Vila Romana,Apartamento,4110
36,1,1,Rua das Palmeiras,Vila Buarque,Studio e kitnet,3343
161,3,2,Rua Irineu Correia da Silva,Jardim Satelite,Casa,3317
26,2,0,Rua Doutor Ângelo Vita,Tatuapé,Studio e kitnet,2744
70,2,1,Rua Major Freire,Vila Monte Alegre,Apartamento,3436
46,1,0,Rua Álvaro de Carvalho,Centro,Apartamento,2093
64,2,1,Rua Hugo D'antola,Lapa,Apartamento,2343
70,2,1,Rua Eurico Sodré,Vila Medeiros,Apartamento,2046
100,3,0,Rua Professor Alberto Conte,Vila Moinho Velho,Casa,2181
23,1,0,Avenida Ipiranga,República,Apartamento,1771
52,2,1,Avenida Carinas,Indianópolis,Apartamento,6006
76,3,1,Avenida Ítalo Brasileiro Piva,Picanço,Apartamento,4756
42,2,0,Rua Engenheiro Américo da Graça Martins,Jardim Monte Azul,Apartamento,2094
64,3,1,Avenida João Pessoa,Jardim Utinga,Apartamento,1942
100,2,1,Travessa Ernesto Cavallini,Jardim Brasil (zona Norte),Casa,1824
60,1,1,Rua Irmão João Creff,Vila Aurora (zona Norte),Casa em condomínio,1599
67,2,1,Rua Doutor Paulo Vieira,Sumaré,Apartamento,4056
160,3,3,Avenida Parada Pinto,Vila Nova Cachoeirinha,Apartamento,5325
40,1,0,Rua Nestor Pestana,Consolação,Apartamento,2110
140,3,2,Rua Cancioneiro Popular,Chácara Santo Antônio,Casa,4146
50,1,0,Rua Acaraú,Consolação,Apartamento,2509
180,3,1,Rua Nilo Torres,Jardim Umuarama,Casa,3365
2,2,2,Rua Solidônio Leite,Vila Ivone,Casa,2711
65,1,2,Rua Elvira Ferraz,Vila Olímpia,Apartamento,10150
42,2,1,Rua Cláudio Rodrigues Lopes,Chora Menino,Apartamento,2111
57,1,1,Rua da Consolação,Cerqueira César,Apartamento,6082
56,2,1,Rua General Newton Estilac Leal,Km 18,Apartamento,2080
50,1,0,Rua Hebe,Vila Dom Pedro Ii,Casa,1397
95,3,1,Rua Joaquim Mosqueira,Vila Guarani (z Sul),Apartamento,3328
313,3,2,Alameda Franca,Jardim Paulista,Apartamento,20480
106,3,3,Rua Doutor Silvino Canuto Abreu,Vila Congonhas,Apartamento,5602
152,2,1,Avenida Príncipe de Gales,Vila Principe de Gales,Apartamento,3885
41,2,0,Rua São João Gualberto,Vila Mafra,Apartamento,1702
147,3,2,Rua Andaquara,Vila Anhanguera,Casa,5253
40,2,0,Rua 29 de Outubro,Vila Matilde,Apartamento,1574
53,2,1,Avenida Ministro Osvaldo Aranha,Rudge Ramos,Apartamento,2569
35,1,1,Rua Frederico Abranches,Vila Buarque,Apartamento,2614
95,3,1,Rua Sampaio Viana,Paraíso,Apartamento,5546
180,3,4,Rua Sassaki,Vila Marari,Casa,2948
40,1,0,Rua Nossa Senhora da Saúde,Jardim Previdência,Casa,1264
70,2,1,Rua Professor Vahia de Abreu,Vila Olímpia,Apartamento,8109
73,1,0,Rua Vitória,Santa Efigênia,Apartamento,2008
163,3,2,Rua Dário da Silva,Vila Sao Paulo,Casa,3430
100,2,2,Rua Equici,Vila Esperança,Casa em condomínio,2643
190,3,1,Rua Padre João Manuel,Cerqueira César,Apartamento,11990
45,1,0,Rua Nícola Nicodemo,Vila Celeste,Casa,977
70,2,2,Praça Santa Adelaide,Cidade Vargas,Casa,2690
200,4,2,Avenida Pedro Bueno,Jabaquara,Casa,6672
38,1,0,Rua Tamboril,Parada Inglesa,Apartamento,1616
56,2,1,Avenida José Barbosa de Siqueira,Padroeira,Apartamento,1279
47,1,1,Rua Pintassilgo,Vila Uberabinha,Apartamento,5352
79,3,1,Rua Professor Demóstenes Batista Figueira Marques,Cambuci,Apartamento,2479
55,1,2,Avenida Regente Feijó,Vila Regente Feijó,Studio e kitnet,5571
29,1,0,Rua Heitor Penteado,Sumarezinho,Studio e kitnet,2760
22,1,0,Avenida Alcântara Machado,Brás,Studio e kitnet,1225
75,2,0,Avenida Conselheiro Rodrigues Alves,Vila Mariana,Apartamento,3686
260,4,4,Rua Novo Horizonte,Higienópolis,Casa,12560
68,2,1,Rua Padre Manuel Bernardes,Vila Carrão,Apartamento,2789
70,2,2,Rua Pascal,Campo Belo,Apartamento,7604
37,2,1,Praça Doutor Pereira do Rego,Cidade Patriarca,Apartamento,1656
100,3,1,Rua das Vertentes,Vila Constança,Casa,2910
100,2,2,Rua Henrique Sousa Queirós,Penha de França,Casa,2241
27,1,0,Rua Agostinho Rodrigues Filho,Vila Clementino,Studio e kitnet,3893
61,2,1,Avenida Franz Voegeli,Continental,Apartamento,4539
28,0,0,Rua Natividade Saldanha,São Lucas,Apartamento,1391
37,1,0,Rua Luís Pacheco,Luz,Apartamento,1513
37,1,0,Rua Glicério,Liberdade,Apartamento,3567
180,4,1,Rua Maria Cândida,Vila Guilherme,Casa,6292
54,2,1,Rua Jaguarete,Casa Verde,Apartamento,4954
180,3,2,Rua Conselheiro Cândido de Oliveira,Vila Anastácio,Casa,6031
75,3,1,Rua Voluntários da Pátria,Santana,Apartamento,3284
120,3,1,Alameda Lorena,Jardim Paulista,Apartamento,6802
75,2,2,Rua Ronaldo de Carvalho,Jardim São Paulo(zona Norte),Casa,2934
20,1,0,Rua Nundiaú,Santo Amaro,Apartamento,2539
44,1,1,Rua Sansão Alves dos Santos,Cidade Monções,Apartamento,8001
50,2,1,Avenida Padre Arlindo Vieira,Vila Vermelha,Apartamento,2008
60,2,1,Rua Mariana Cisto Augusto,Jardim da Mamãe,Casa,1392
60,1,0,Rua Catuaba,Vila Alpina,Casa,1351
280,3,4,Rua José Capobianco,Jardim Colombo,Casa,5170
25,1,0,Rua Belila,Parque Guarani,Casa,929
38,1,2,Rua Pequetita,Itaim Bibi,Apartamento,4279
63,1,0,Avenida São Luís,República,Apartamento,3146
33,1,1,Avenida Ipiranga,República,Studio e kitnet,2241
35,2,0,Rua Edvard Carmilo,Jardim Celeste,Apartamento,1647
78,2,1,Rua Doutor Eduardo de Souza Aranha,Vila Nova Conceição,Apartamento,5571
40,1,0,Rua Professor Thomaz de Aquino,Jardim Maria Estela,Casa,802
150,3,2,Rua Maria Lourenço Fernandes,Jardim Maria Rosa,Casa,3048
255,3,4,Avenida Parkinson,Alphaville Empresarial,Apartamento,18000
85,2,1,Rua Dom Paulo Pedrosa,Real Parque,Apartamento,4572
340,5,3,Rua dos Ituanos,Ipiranga,Casa,8582
161,3,1,Rua Manuel da Nóbrega,Paraíso,Apartamento,7000
200,2,6,Avenida Sargento Geraldo Sant’ana,Jardim Taquaral,Casa,4395
40,1,1,Rua Galvão Bueno,Liberdade,Apartamento,3333
35,1,1,Rua Marie Nader Calfat,Jardim Ampliação,Studio e kitnet,3304
52,2,0,Rua Jacquey,Vila Helena,Apartamento,1569
60,2,0,Rua Abílio,Jardim Brasil (zona Norte),Apartamento,1620
76,3,0,Avenida Ítalo Brasileiro Piva,Picanço,Apartamento,2771
50,1,1,Rua Euclides da Silveira,Casa Verde,Apartamento,3512
50,1,1,Rua Pires da Mota,Aclimação,Apartamento,2048
40,2,1,Avenida Condessa Elizabeth de Robiano,Vila Moreira,Apartamento,2233
59,2,1,Rua Olívio B. Marçal,São Pedro,Apartamento,2253
40,1,0,Rua Chico Pontes,Vila Guilherme,Casa em condomínio,1607
59,2,2,Rua Francisco de Vitória,Jardim Vila Mariana,Apartamento,4554
280,4,4,Rua Canuto Abreu,Vila Regente Feijó,Apartamento,9677
58,2,1,Rua das Baunilhas,Vila Lúcia,Apartamento,2612
69,3,1,Rua Conrado Mazzeo,Jardim Luísa,Apartamento,2038
160,4,2,Rua Conselheiro Moreira de Barros,Santana,Apartamento,7203
80,3,0,Rua Oscar Cintra Gordinho,Liberdade,Apartamento,2547
314,3,5,Rua Doutor Alberto Seabra,Vila Madalena,Casa em condomínio,19580
32,1,0,Rua Edmundo Xavier,Chácara Santo Antônio (zona Leste),Apartamento,1708
33,2,0,Rua Osório Franco Vilhena,Vila Nova Curuçá,Apartamento,1348
90,3,1,Alameda dos Uapês,Planalto Paulista,Casa,3939
70,2,1,Rua Professor Antônio de Paula Santos,Chácara Inglesa,Casa,2007
31,1,0,Rua Severino Cardoso da Silva,Parque Cruzeiro do Sul (vila Formosa),Apartamento,1292
180,3,1,Rua Morro Agudo,Sumaré,Casa,5972
33,1,0,Rua Cardoso de Almeida,Perdizes,Apartamento,4039
24,1,0,Rua Tapari,Vila Esperança,Studio e kitnet,1812
50,2,1,Rua Jaguaribe,Vila Buarque,Apartamento,2616
52,1,1,Rua Afonso Celso,Vila Mariana,Apartamento,3116
40,2,1,Rua Ribeirão Branco,Vila Bertioga,Apartamento,2823
36,1,0,Rua Alméria,Vila Granada,Apartamento,1806
60,2,1,Rua Domingos Paiva,Brás,Apartamento,2906
50,2,1,Avenida Domingos Odália Filho,Centro,Apartamento,3053
113,3,1,Rua Duarte de Azevedo,Santana,Apartamento,3375
85,3,1,Avenida Doutor Guilherme Dumont Vilares,Jardim Londrina,Apartamento,3485
58,2,1,Rua Marte,Jardim Tupanci,Apartamento,3188
54,2,1,Avenida Santos Dumont,Santana,Apartamento,2293
104,2,2,Rua Luciano Felício Biondo,Jardim Cristal,Casa,4691
250,3,4,Rua Padre Corrado Stefani,Alto da Mooca,Casa,8819
25,1,0,Avenida Nossa Senhora da Assunção,Vila Butantã,Casa,1147
38,1,0,Rua Bartholomeu do Canto,Vila Palmeiras,Apartamento,2192
64,2,1,Rua Doutor Sérgio Meira,Barra Funda,Apartamento,3787
80,2,0,Rua Dulce,Vila Carrao,Casa,1990
220,3,2,Rua Tangará,Vila Mariana,Casa,14470
172,2,1,Rua Jandaia,Bela Vista,Casa,6080
25,1,0,Rua Marinheiro,Tucuruvi,Apartamento,2495
136,3,3,Alameda Canto dos Passaros,Centro Empresarial Tamboré,Apartamento,15530
40,1,1,Rua Ribeiro do Vale,Brooklin Paulista,Apartamento,5109
31,1,1,Rua Peixoto Gomide,Jardim Paulista,Apartamento,4669
20,1,0,Avenida Bosque da Saúde,Vila da Saúde,Apartamento,1728
272,3,5,Alameda Ministro Rocha Azevedo,Jardim Paulista,Apartamento,22990
37,2,0,Avenida Ipiranga,República,Apartamento,2228
110,4,3,Rua Aluísio Azevedo,Santana,Apartamento,3918
82,2,1,Rua Doutor Eduardo de Souza Aranha,Vila Nova Conceição,Apartamento,11150
38,1,1,Avenida Bartholomeu de Carlos,Jardim Flor da Montanha,Studio e kitnet,2238
69,2,0,Avenida Braz Leme,Santana,Apartamento,3109
37,1,0,Rua Silveira Bueno,Chácara Califórnia,Apartamento,1564
220,3,4,Rua José de Oliveira Coelho,Vila Andrade,Apartamento,11400
78,2,1,Rua Emília Marengo,Vila Regente Feijó,Apartamento,2949
40,1,0,Rua Evans,Vila Esperança,Apartamento,1812
48,2,1,Rua Henrique Casela,Jardim América da Penha,Apartamento,1806
38,1,0,Rua Borges Ladário,Parada Inglesa,Apartamento,1502
36,1,0,Rua Janguruçu,Parque da Mooca,Studio e kitnet,2484
46,1,0,Rua Henrique Bernardelli,Santana,Apartamento,2194
29,1,0,Rua da União,Vila Mariana,Apartamento,2078
22,1,0,Avenida Vieira de Carvalho,República,Studio e kitnet,1400
35,1,0,Avenida Nossa Senhora da Assunção,Vila Butantã,Studio e kitnet,1694
57,2,1,Rua Doutor Solon Fernandes,Vila Rosália,Apartamento,2410
57,2,1,Rua Porto Calvo,Osvaldo Cruz,Apartamento,2633
181,4,2,Avenida Jurandir,Planalto Paulista,Casa,12840
185,3,2,Rua Cônego Vicente,Vila Medeiros,Casa,4871
58,2,1,Alameda São Caetano,Olímpico,Apartamento,3413
45,1,1,Avenida do Café,Vila Guarani,Apartamento,2588
40,1,0,Rua Mogi Mirim,Santa Maria,Casa,1032
105,3,1,Alameda Jaú,Jardim Paulista,Apartamento,13580
40,2,0,Rua Galeno de Castro,Jurubatuba,Apartamento,2674
80,2,1,Rua Pedro de Castro Velho,Jardim Iva,Casa,2248
180,3,2,Rua Damião da Silva,Vila Andrade,Casa,6392
68,3,1,Rua Piratininga,Brás,Apartamento,3964
290,3,5,Rua Domingos Antonio Ciccone,Santo Amaro,Casa,4929
60,2,0,Rua Teresa Veiga,Freguesia do Ó,Casa,1212
40,2,0,Rua Alexandrino da Silveira Bueno,Cambuci,Casa,2871
65,1,0,Rua Pires da Mota,Aclimação,Casa,1876
41,2,0,Rua Antenas,Vila Califórnia,Apartamento,1960
120,3,1,Rua Madrid,Parque Sevilha,Casa,3124
53,2,1,Rua Bela Cintra,Consolação,Apartamento,5694
40,1,1,Avenida Santa Catarina,Vila Mascote,Apartamento,1833
33,1,0,Rua Doutor Nicolau de Sousa Queirós,Vila Mariana,Apartamento,2716
37,1,1,Rua Álvaro Luís Roberto de Assumpção,Campo Belo,Apartamento,3149
60,1,0,Rua Manuel Ferreira Costa,Vila Gabriel,Casa,919
32,1,0,Rua Jener,Aclimação,Apartamento,2206
90,2,0,Rua Ibitinga,Vila Bertioga,Casa,2710
17,1,0,Avenida Imirim,Imirim,Apartamento,1102
38,1,0,Avenida das Cerejeiras,Jardim Japao,Apartamento,1018
50,2,0,Alameda Barros,Santa Cecília,Apartamento,3720
57,1,2,Alameda Itapecuru,Alphaville Centro Industrial E Empresarial/alphaville.,Studio e kitnet,3882
67,2,2,Rua Professor Hilário Veiga de Carvalho,Vila Suzana,Apartamento,4673
68,2,1,Rua Francisco Estácio Fortes,Santa Cecília,Apartamento,3859
53,1,1,Rua Rifaina,Vila Anglo Brasileira,Apartamento,3551
55,2,1,Alameda São Bernardo,Santa Teresinha,Apartamento,2730
18,1,0,Rua dos Buritis,Jardim Oriental,Studio e kitnet,1574
99,2,0,Rua Domingos de Morais,Vila Mariana,Apartamento,5295
26,1,0,Avenida Brigadeiro Luís Antônio,Bela Vista,Apartamento,2574
104,2,2,Rua Freire Farto,Jabaquara,Casa,3577
230,3,5,"Aclimação, São Paulo - Sp, 04109-120, Brasil",Aclimação,Casa,11180
70,2,0,Rua Santa Donata,Casa Verde Alta,Casa,1773
38,1,1,Avenida Cauaxi,Alphaville Industrial,Apartamento,3947
140,3,1,Rua Zacarias de Gois,Parque Colonial,Casa,4628
350,4,4,Alameda Jade,Alphaville,Casa em condomínio,9383
130,2,2,Rua Izabel Velho,Vila Sao Vicente,Casa,2519
38,1,0,Avenida Washington Luís,Santo Amaro,Studio e kitnet,1740
26,1,0,Rua Anhaia,Bom Retiro,Studio e kitnet,1964
24,1,0,Rua Ministro Godói,Perdizes,Apartamento,3171
536,4,6,Rua Novo Horizonte,Higienópolis,Casa,16970
110,3,4,Rua Emílio Lessore,Piqueri,Casa,3294
234,4,4,Rua Borges Lagoa,Vila Clementino,Apartamento,9866
40,1,1,Rua Doutor Elias Chaves,Campos Elíseos,Apartamento,1731
34,1,0,Avenida Joaquina Ramalho,Vila Guilherme,Studio e kitnet,1416
70,3,1,Rua Lydia Damus Maksoud,Jardim Ampliação,Apartamento,3950
84,3,2,Avenida Jônia,Jardim Brasil (zona Sul),Apartamento,4759
99,3,2,Rua Olga Marinovic Doro,Vila Talarico,Casa,3488
28,1,0,Rua Visconde de Parnaíba,Mooca,Studio e kitnet,1716
49,2,0,Avenida Jaguaré,Jaguaré,Apartamento,1938
35,1,1,Rua Gen. Severiano,Vila Invernada,Casa,949
32,1,0,Rua Engenheiro Bianor,Butantã,Apartamento,4118
28,1,0,Rua Asdrúbal do Nascimento,Bela Vista,Apartamento,2186
26,1,0,Avenida Santo Amaro,Vila Nova Conceição,Apartamento,5604
30,1,1,Alameda Santos,Cerqueira César,Apartamento,4597
100,4,0,Rua Gandavo,Vila Clementino,Casa,3753
37,1,0,Rua Paim,Bela Vista,Studio e kitnet,1292
70,2,2,Rua Doutor Jesuíno Maciel,Campo Belo,Apartamento,6478
56,1,0,Rua Guilherme Bebiano Martins,Vila Vera,Apartamento,1699
60,2,0,Rua Silvino de Godoy,Jardim Cidade Pirituba,Apartamento,1671
38,1,0,Rua Camaragibe,Barra Funda,Studio e kitnet,1622
