address,district,area,bedrooms,garage,type,rent,total
Rua Ponta Porã,Vila Ipojuca,80,2,3,Casa,2830,3034
Rua Elias Casseb,Jardim Santa Mônica,40,1,0,Casa,1000,1042
Rua Doutor José Carlos de Toledo Piza,Vila Andrade,200,3,3,Apartamento,8000,10610
Rua Betânia,Parque Oratório,70,2,2,Casa,3750,3923
Rua Xavier da Veiga,Santana,89,3,1,Apartamento,3162,4299
Rua Val de Palmas,Vila Santa Clara,48,2,1,Apartamento,2328,2868
Rua das Carmelitas,Centro Histórico de São Paulo,50,1,0,Apartamento,800,1581
Rua Pelotas,Vila Mariana,100,2,0,Casa,2350,2909
Rua Oliveira Catrambi,Jardim Vila Formosa,54,2,0,Studio e kitnet,6000,6577
Rua Marina Saddi Haidar,Jardim Umuarama,140,3,2,Casa,3930,4346
Rua João Antônio de Oliveira,Mooca,105,3,2,Apartamento,5000,6434
Rua Antônio Vivaldi,Jardim Guanca,50,1,0,Apartamento,1250,1341
Rua Doutor Gabriel de Resende Filho,Chora Menino,25,2,0,Apartamento,1400,1614
Rua Borges Lagoa,Vila Clementino,135,3,2,Apartamento,4000,6143
Rua Doutor Augusto de Miranda,Pompeia,75,2,1,Apartamento,2910,4503
Rua Domingos Augusto Setti,Jardim Vila Mariana,117,3,2,Apartamento,4280,6989
Avenida Presidente Humberto de Alencar Castelo Branco,Vila Leonor,60,2,1,Apartamento,1750,2388
Rua Paulo Il,Jardim Vitória Régia,35,1,0,Casa,882,1059
Avenida Tiradentes,Jardim Bom Clima,50,2,0,Casa,892,1030
Rua Jacatirão,Santo Amaro,463,4,5,Casa,11250,13370
Rua Bueno Brandão,Vila Nova Conceição,100,4,1,Apartamento,5850,7589
Rua Romão Freire,Vila Nilo,120,2,0,Casa,2040,2126
Rua Angá,Vila Formosa,60,1,0,Casa,1380,1576
Rua Paulistania,Sumarezinho,98,3,1,Apartamento,4100,5710
Rua Capitão João Rosa da Cruz,Água Rasa,75,2,1,Casa,2300,2408
Rua Isabel de Góis,Jardim Botucatu,60,3,1,Apartamento,1290,1927
Avenida Henriqueta Mendes Guerra,Vila São João,51,2,1,Apartamento,1790,2288
Rua Álvaro de Carvalho,Centro,25,1,0,Studio e kitnet,2500,3047
Rua Antônio Armando,Vila Bonilha,80,2,0,Casa,1260,1446
Rua Robertson,Cambuci,80,2,0,Casa,2700,2814
Estrada das Rosas,Santa Maria,48,2,1,Apartamento,1450,2004
Avenida Curió,Jardim Campanario,38,2,1,Apartamento,1400,2084
Rua João Anes,Alto da Lapa,123,3,2,Apartamento,3195,5043
Avenida Doutor Orêncio Vidigal,Penha de França,48,2,0,Apartamento,1600,2047
Rua São Gabriel da Palha,Jardim Silvia,64,2,1,Apartamento,1400,1488
Rua Bela Cintra,Consolação,140,3,1,Apartamento,8000,10000
Rua Aparecida Ramos Fuchida,Parque Continental I,46,2,0,Apartamento,1000,1148
Rua João Avelino Pinho Mellão,Fazenda Morumbi,140,3,3,Apartamento,2500,4854
Avenida São Remo,Vila Butantã,72,3,1,Apartamento,1500,2312
Rua Barão do Bananal,Vila Pompéia,150,4,2,Casa,10500,11320
Rua Maria Figueiredo,Paraíso,65,2,1,Apartamento,4000,5311
Rua Guaianaz da Fonseca,Vila Madalena,170,2,2,Casa em condomínio,6500,7343
Avenida do Rio Bonito,Socorro,53,3,1,Casa,2400,3586
Rua Tito,Vila Romana,116,3,3,Apartamento,6200,7922
Rua Marquês Maricá,Sacomã,38,1,0,Studio e kitnet,1030,1053
Alameda Lorena,Jardim Paulista,45,1,1,Studio e kitnet,5200,6409
Rua Doutor Ivo Define Frasca,Vila Olímpia,60,2,1,Apartamento,5239,6242
Rua Coronel Luís Barroso,Santo Amaro,35,1,1,Apartamento,2300,3345
Rua Rio de Janeiro,Osvaldo Cruz,79,2,1,Apartamento,1900,2525
Rua Frei Caneca,Consolação,25,1,0,Apartamento,2460,3088
Rua Antônio Tenreiro,Jardim Sul São Paulo,69,1,0,Casa,833,868
Rua Ambrizette,Panamby,360,5,4,Apartamento,9375,14870
Rua Saint Hilaire,Jardim Paulista,75,2,0,Casa,3500,4046
Rua Doutor José Elias,Alto da Lapa,70,2,2,Apartamento,6500,8121
Rua Cleonice Cândida Fanani,Jordanópolis,65,2,1,Apartamento,1100,1544
Rua Álvaro Nunes,Vila Congonhas,61,2,2,Apartamento,3500,4947
Rua Tabuaças,Jardim Marília,80,1,0,Casa,1150,1247
Rua Francisco Pessoa,Vila Andrade,107,3,2,Casa em condomínio,5400,7423
Rua 24 de Maio,Centro Histórico de São Paulo,33,1,0,Studio e kitnet,1200,1627
Rua Doutor Almeida Lima,Mooca,33,1,0,Apartamento,2500,2732
Rua Frei Caneca,Consolação,40,1,1,Studio e kitnet,3265,4081
Rua Itanhaém,Vila Prudente,50,2,1,Apartamento,2100,2915
Rua Martins Fontes,Centro,52,1,0,Apartamento,1749,2560
Rua Vespasiano,Vila Romana,120,3,0,Casa,5200,5747
Rua Nilza,Vila Esperança,42,1,0,Apartamento,1850,2121
Rua Jeni Klabin Segall,Sítio do Mandaqui,45,1,0,Casa,650,707
Avenida Doutor Cardoso de Melo,Vila Olímpia ,123,3,2,Apartamento,7800,10520
Rua Rego Freitas,República,28,1,0,Apartamento,1900,2274
Rua Basílio da Cunha,Vila Deodoro,97,3,0,Apartamento,2100,2697
Rua São Bernardo,Cidade Mãe do Céu,49,2,1,Apartamento,2800,2836
Rua Isidoro de Sevilha,Vila Cleonice,190,3,0,Casa,3000,3050
Rua Doutor Nicolino Morena,Vila Constança,60,2,1,Apartamento,1350,1875
Rua João Cordeiro,Moinho Velho,170,3,4,Casa,3100,3427
Alameda Tietê,Jardim Paulista,130,2,2,Apartamento,9800,12100
Rua Frei Inácio da Conceição,Vila São Luís(zona Oeste),140,2,3,Casa,2900,3153
Rua Minas Gerais,Higienópolis,136,1,2,Apartamento,9000,12760
Rua Cristiano Viana,Cerqueira César,126,3,1,Apartamento,8910,11290
Rua José Tavares Siqueira,Parque São Jorge,67,2,1,Apartamento,4471,5368
Rua Joaquim Lapas Veiga,Jardim D’abril,39,1,1,Apartamento,1300,2114
Rua Nunes Balboa,Vila Carrão,50,2,0,Apartamento,1420,1759
Avenida Rio Bonito,Socorro,55,2,1,Apartamento,1955,3140
Rua Santo Egídio,Santa Teresinha,58,2,1,Apartamento,1492,2199
Rua Correia da Câmara,Vila Tolstoi,38,2,1,Apartamento,2100,2631
Rua Bacaetava,Vila Gertrudes,90,3,1,Apartamento,3758,4991
Rua Enótria,Vila Mazzei,29,1,0,Studio e kitnet,1325,1846
Rua Bragança Paulista,Vila Cruzeiro,110,2,2,Apartamento,5500,7162
Rua Ibitinga,Vila Bertioga,180,3,4,Casa,4500,4721
Rua Abílio Soares,Paraíso,94,2,1,Apartamento,2712,4579
Rua Fernandes Moreira,Chácara Santo Antônio (zona Sul),95,3,2,Apartamento,7100,8563
Rua Abelardo Pinto,Centro Histórico de São Paulo,120,2,0,Apartamento,1500,2272
Rua Butiá,Vila Regente Feijó,68,2,2,Apartamento,3000,3738
Rua João de Sousa Dias,Campo Belo,77,3,2,Apartamento,3300,4425
Avenida Professor José Maria Alkmin,Jardim Ester,270,5,2,Casa,3800,4121
Rua Sansão Alves dos Santos,Cidade Monções,40,1,1,Apartamento,4500,6086
Rua Professora Nícia de Paula,Vila Santa Maria,90,2,2,Casa,1900,2081
Alameda Bertioga,Alphaville,360,3,2,Casa em condomínio,11440,13270
Alameda Lorena,Jardim Paulista,134,3,1,Apartamento,5000,7588
Rua Herculano de Freitas,Bela Vista,35,1,0,Apartamento,1400,2104
Rua País Natal,Jardim Filhos da Terra,102,2,0,Apartamento,7690,7987
Rua Clemente Pereira,Ipiranga,54,2,0,Apartamento,1820,1923
Rua Henrique Casela,Penha de França,45,2,1,Apartamento,2400,2733
Rua Senador Georgino Avelino,Itaquera,48,2,1,Apartamento,2500,2896
Rua Felisbina Ferreira,Vila Carrão,48,2,1,Apartamento,1600,2062
Rua Doutor Augusto de Miranda,Vila Pompéia,160,3,4,Casa,6300,7010
Rua Conselheiro Moreira de Barros,Santana,140,3,2,Apartamento,6500,8399
Rua Américo Garibaldi,Vila Arruda,50,1,0,Casa,1100,1237
Rua Benedito Pereira de Borba,Vila Socorro,250,3,2,Casa,3900,4066
Rua São Paulo Antigo,Real Parque,129,3,2,Apartamento,6560,10300
Rua Maestro Tom Jobim,Jardim Anália Franco,470,4,5,Apartamento,10000,19760
Rua Giácomo Cozzarelli,Vila Santa Teresa,49,2,1,Apartamento,1375,1738
Rua Francisco Leitão,Jardim America,82,1,1,Apartamento,8000,9187
Rua Rubens de Souza Araújo,São Domingos,56,2,1,Apartamento,2300,3194
Rua Manuel da Nóbrega,Paraíso,124,3,2,Apartamento,7000,8533
Rua dos Andradas,Santa Efigênia,30,1,0,Apartamento,1040,1330
Rua Giacomo Cozzarelli,Vila Santa Teresa (zona Sul),48,2,1,Apartamento,1150,1509
Rua Doutor Washington Pedro Lanzzelotti,Novo Osasco,60,1,0,Casa,1200,1251
Rua Conselheiro Ramalho,Bela Vista,35,1,0,Studio e kitnet,999,1512
Rua Doutor Eduardo de Magalhães Gouveia,Jardim Luísa,27,1,0,Casa,600,625
Rua Laurentina Jorge Ribeiro,Vila Salete,99,3,2,Casa em condomínio,3264,3642
Avenida Nove de Julho,Bela Vista,32,1,0,Apartamento,2540,2938
Rua Vicente Pereira de Assunção,Vila Constança,50,1,0,Apartamento,1330,1451
Rua Brigadeiro Galvão,Barra Funda,65,2,2,Apartamento,3000,4132
Avenida Mascote,Vila Mascote,89,3,2,Apartamento,2700,3993
Rua Doutor Almeida Nogueira,Penha de França,50,1,0,Casa em condomínio,1700,1865
Rua Labatut,Ipiranga,80,2,0,Casa,2082,2170
Rua Benvinda Aparecida de Abreu Leme,Santana,68,2,0,Apartamento,1360,1799
Rua Piratininga,Jardim Brasília (zona Norte),40,1,1,Apartamento,1700,2195
Rua Doutor João Batista de Lacerda,Quarta Parada,72,3,1,Apartamento,3300,4022
Alameda Santos,Cerqueira César,54,1,1,Apartamento,4400,5486
Rua Carapocaia,Vila Isolina Mazzei,45,2,0,Apartamento,1550,1790
Rua Professor Dorival Dias Minhoto,Lauzane Paulista,142,3,2,Apartamento,6220,8055
Rua Três Rios,Bom Retiro,40,2,0,Apartamento,1300,1690
Avenida Ipiranga,Centro Histórico de São Paulo,53,1,0,Apartamento,1105,1597
Avenida Prestes Maia,Centro,37,1,0,Studio e kitnet,1100,1918
Rua Realismo,Cidade Ademar,150,2,6,Casa,3287,3427
Rua Caetano de Oliveira,Jardim da Glória,37,1,0,Apartamento,1400,1887
Avenida Itaboraí,Bosque da Saúde,68,2,1,Apartamento,4000,5343
Rua Juventus,Mooca,153,3,1,Apartamento,3280,5094
Rua Silveira Martins,Santa Teresinha,115,2,2,Casa,3500,3665
Rua Santo Antônio,Bela Vista,80,2,1,Studio e kitnet,4500,6284
Rua Maria do Carmo,Vila Trabalhista,34,1,0,Casa,1100,1161
Rua Major Quedinho,Centro Histórico de São Paulo,36,1,0,Studio e kitnet,1200,1824
Avenida Cupecê,Jardim Prudência,31,1,0,Apartamento,1780,2194
Rua Jacques Félix,Vila Nova Conceição,57,1,1,Apartamento,3940,5677
Rua João de Laet,Vila Aurora (zona Norte),64,2,1,Apartamento,1920,2664
Rua dos Estudantes,Sé,28,1,0,Apartamento,2600,3130
Avenida São João,República,34,1,0,Studio e kitnet,1063,1470
Rua Francisco Teles Dourado,Jardim Prudência,170,3,1,Casa,2910,3239
Rua Caetanópolis,Jaguaré,40,1,0,Casa,1418,1471
Alameda Amazonas,Alphaville Industrial,98,2,2,Apartamento,6850,8136
Rua Otávio Marques,Vila Eldízia,240,3,2,Casa,3420,3610
Rua Curumataí,Vila Santa Virginia,69,1,4,Casa,1600,1751
Rua Gandavo,Vila Clementino,70,1,0,Apartamento,2615,3366
Rua Visconde de Parnaíba,Mooca,53,2,0,Apartamento,1800,2324
Rua Barão de Loreto,Vila São José,30,1,0,Studio e kitnet,860,1696
Rua Haddock Lobo,Consolação,240,4,1,Apartamento,15000,19590
Alameda Grajaú,Alphaville Industrial,66,2,1,Apartamento,3350,4053
Rua José Acioli,Vila Guarani(zona Leste),45,1,1,Casa,1000,1042
Rua Leopoldo Couto de Magalhães Júnior,Itaim Bibi,42,1,1,Apartamento,3500,4591
Rua Padre Guido Del Toro,Chácara Inglesa,125,1,1,Casa,1890,2254
Rua Santina da Costa,Vila Campesina,202,3,5,Casa,4500,4925
Rua Agostinho Correia,Vila Regina,50,2,1,Apartamento,1300,1650
Avenida Doutor Guilherme Dumont Vilares,Jardim Londrina,145,4,2,Apartamento,5175,7147
Rua Sapucaia,Mooca,70,2,0,Apartamento,1542,2076
Rua Jesuíno Rabello,Vila Milton,60,2,1,Apartamento,1683,2159
Rua Dom José Antônio dos Reis,Jardim Bélgica,220,4,2,Casa,4500,5099
Rua Pedro Cacunda,Jardim São Paulo(zona Norte),126,3,1,Casa,3500,3848
Praça Tristão da Cunha,Água Rasa,270,5,3,Casa,3980,4874
Alameda dos Jurupis,Moema,31,1,0,Apartamento,3200,4003
Rua Gregório de Matos,Vila Regente Feijó,75,3,2,Apartamento,3760,4823
Rua Maragojipe,Vila Antonina,40,2,1,Apartamento,2200,2501
Rua Albino Boldasso Gabril,Vila Cruzeiro,43,1,0,Studio e kitnet,1300,1494
Rua Canindezinho,Jardim das Vertentes,210,3,3,Casa,10880,11640
Rua Antônio Fóster,Vila Socorro,40,1,0,Studio e kitnet,1260,1608
Rua Apeninos,Vila Mariana,25,1,0,Apartamento,3550,4045
Rua Garção Tinoco,Santana,58,2,1,Apartamento,2550,3364
Alameda Mamoré,Alphaville Industrial,40,1,1,Studio e kitnet,3200,4182
Rua Vergueiro,Vila Mariana,60,2,1,Apartamento,2200,3612
"R. Dr. Almeida Lima - Brás, São Paulo - Sp, 03046-010, Brasil",Brás,29,1,0,Apartamento,3000,3396
Rua Barão de Iguape,Liberdade,50,2,1,Apartamento,2086,2601
Rua Chiquinha Rodrigues,Caxingui,215,3,4,Casa,10000,11120
Rua da Consolação,Consolação,24,1,0,Studio e kitnet,3000,3756
Rua Damiro de Oliveira Volpe,Vila Nova Conceição,250,2,3,Casa,7600,9466
Alameda Tutóia,Gopoúva,76,2,1,Apartamento,2100,3090
Rua Doutor Valentim de Queirós,Jardim Regina,18,1,0,Studio e kitnet,1050,1121
Alameda Cauaxi,Alphaville Industrial,41,1,1,Apartamento,3000,4576
Rua Alegria,Brás,74,3,1,Apartamento,3915,4950
Rua do Golfinho,Jardim Paraiso,70,2,2,Apartamento,3386,3516
Rua Avanhandava,Consolação,30,1,0,Studio e kitnet,1200,1664
Rua Luís Carlos Paraná,Jardim Cidalia,65,2,0,Apartamento,2400,2431
Rua do Bosque,Barra Funda,35,2,1,Apartamento,1700,2316
Rua Palestina,Vila Mascote,131,3,3,Apartamento,13500,15400
Rua Antônio João Fiore,Vila Gomes Cardim,38,1,0,Apartamento,1400,1577
Rua Bucuituba,Vila Margarida,40,1,1,Apartamento,1284,1518
Rua Barão de Vallim,Campo Belo,85,2,1,Apartamento,3200,4433
Rua Resedá,Jardim das Flores,250,3,2,Casa,3600,4068
Rua Ministro Gastão Mesquita,Perdizes,84,3,2,Apartamento,3509,5164
Avenida Pompéia,Vila Anglo Brasileira,200,5,3,Casa,9690,10520
Rua Francisco Siracusa,Parque Fongaro,170,2,1,Casa,2200,2347
Rua Doutor Celso Dario Guimarães,Jardim Morumbi,310,4,3,Casa em condomínio,5500,10030
Rua Carlos Sampaio,Bela Vista,125,3,1,Casa em condomínio,6000,6264
Rua Cláudia,Vila Marieta,55,2,1,Apartamento,1700,2400
Rua Maurício Jacquey,Rudge Ramos,58,2,1,Apartamento,1090,1504
Avenida Padre Arlindo Vieira,Vila Vermelha,70,2,1,Apartamento,1266,1909
Ibituruna,Parque Imperial,60,2,1,Apartamento,2300,2981
Rua José Antônio Coelho,Vila Mariana,31,1,0,Apartamento,2800,2908
Rua Turiassu,Perdizes,19,1,1,Studio e kitnet,2200,2826
Rua Caetano Pinto,Brás,46,2,0,Apartamento,1750,2141
Rua Lourenço Nunes,Vila Marari,95,3,1,Casa,4400,4586
Rua Massaranduba,Vila Monte Alegre,40,1,1,Apartamento,2500,2596
Rua Ernesto de Oliveira,Jardim Vila Mariana,77,3,2,Apartamento,3300,5342
Rua Humberto de Campos,Vila Guarani,200,3,2,Apartamento,8000,10450
Avenida Salgado Filho,Centro,32,1,1,Studio e kitnet,2000,2499
Rua Maracá,Vila Guarani (z Sul),62,2,1,Apartamento,1870,3124
Avenida Brigadeiro Luís Antônio,Centro Histórico de São Paulo,42,1,1,Apartamento,2800,3350
Rua Doutor Guilherme Cristofel,Santana,139,4,3,Apartamento,7000,10270
dos Pinheiros,Pinheiros,114,2,0,Apartamento,3500,3635
Rua Rio Claro,Vila Camilópolis,90,2,2,Casa,2180,2280
Rua Ibitirama,Vila Prudente,126,3,0,Apartamento,2725,3160
Rua Jesuíno Antônio,Novo Osasco,55,2,1,Apartamento,1800,2399
Rua Afonso Braz,Vila Nova Conceição,107,1,1,Apartamento,5850,7385
Rua Birigui,Jardim Graziela,37,1,0,Studio e kitnet,1050,1112
Rua Sócrates,Campo Grande,92,2,1,Apartamento,6000,7081
Rua Galileu,Jardim Aeroporto,150,3,2,Casa,3600,3878
Rua França Pinto,Vila Mariana,135,3,0,Apartamento,2496,3340
Rua Vinte E Nove de Outubro,Vila Matilde,130,2,2,Casa em condomínio,4500,4891
Rua Humberto I,Vila Mariana,16,1,0,Apartamento,3200,3809
Rua Luís Correia de Melo,Vila Cruzeiro,59,1,1,Apartamento,3999,4875
Rua Três Lagoas,Vila Sao Nicolau,157,3,2,Casa,2500,2606
Rua Atibaia,Vila Valparaiso,90,2,2,Apartamento,3690,4004
Avenida General Valdomiro de Lima,Jabaquara,31,1,1,Apartamento,1786,1855
Avenida Guarapiranga,Parque Alves de Lima,48,2,1,Apartamento,1890,2509
Avenida Rangel Pestana,Brás,30,1,0,Studio e kitnet,1275,1686
Rua José Jardim da Silveira,Jardim Taquaral,34,2,0,Apartamento,1697,2258
Rua Ameixeiras,Taboão,28,1,0,Casa,550,604
Rua Vale-verde,Vila Roque,50,1,0,Casa,1100,1147
Rua José Antônio Coelho,Vila Mariana,179,4,0,Apartamento,4725,6590
Rua Clodomiro de Oliveira,Parque Reboucas,40,1,1,Apartamento,2250,2687
Rua Tebas,Vila Mascote,84,1,2,Apartamento,4050,5549
Rua Antônio Gomes Ferreira,Parque Fongaro,33,2,0,Studio e kitnet,1200,1627
Rua Brigadeiro Tobias,Centro,50,1,0,Apartamento,1202,1549
Rua Saturno,Santo Antônio,125,3,0,Casa,1500,1813
Rua Melo Palheta,Água Branca,50,2,1,Apartamento,1790,2909
Rua Bartolomeu de Gusmão,Vila Mariana,25,1,0,Apartamento,2500,3196
Avenida Santa Inês,Parque Mandaqui,127,2,1,Apartamento,2100,2940
Rua Doutor Almeida Lima,Mooca,30,1,0,Apartamento,3000,3306
Rua Coronel Deraldo Jordão,Vila Firmiano Pinto,90,2,2,Apartamento,5200,6574
Rua Bento Arruda,Santa Teresinha,126,2,3,Casa,3400,3706
Rua Pantojo,Vila Regente Feijó,90,1,2,Apartamento,5500,7529
Rua Piraçununga,Vila Bertioga,65,2,1,Casa,2200,2345
Alameda Cores da Mata,Tamboré,127,2,2,Apartamento,7170,9368
Rua Tabatinguera,Sé,90,3,3,Apartamento,1300,2550
Avenida Candida Oliveira das Dores,Tamboré,39,1,1,Apartamento,2900,3347
Rua Visconde de Inhomerim,Mooca,100,3,0,Casa,2500,2756
Rua Túnis,Jardim Maristela,90,2,1,Casa,2600,2710
Rua Fiandeiras,Vila Olímpia,46,1,2,Studio e kitnet,7500,9834
Rua Benedito Coelho Netto,Itaquera,80,2,1,Casa,1450,1621
Avenida do Taboão,Taboão,50,2,1,Apartamento,1000,1670
Avenida Senador Vergueiro,Rudge Ramos,65,2,1,Apartamento,3000,3884
Rua Solimões,Barra Funda,150,3,0,Apartamento,2500,2730
Rua Helena Zerrener,Liberdade,23,1,0,Studio e kitnet,753,1162
Rua Professor Lúcio Martins Rodrigues,Jardim Leonor,512,5,6,Casa,9000,10680
Rua Umuarama,Vila Prudente,170,3,1,Casa,3800,4126
Rua Hipódromo,Mooca,200,4,1,Casa,4400,4849
Rua Amélia Almeida Lucas,Imirim,200,3,1,Casa,4490,4925
Rua Hideo Suguiyama,Campo Belo,140,2,2,Casa,4650,5056
Rua Rainha Vitória Eugênia,Vila Campestre,51,2,1,Apartamento,2350,2885
Avenida Diógenes Ribeiro de Lima,Alto de Pinheiros,95,3,2,Apartamento,5000,6811
Rua Tiangua,Vila Mascote,100,3,2,Apartamento,3500,5223
Rua Doutor Fábio Montenegro,Vila Guilhermina,41,1,0,Apartamento,1750,2128
Rua Manoel Rodrigues da Costa,Vila Guedes,80,2,2,Casa,2000,2085
Avenida Parkinson,Alphaville Empresarial,176,3,3,Apartamento,12000,14410
Rua Aurora Paulistana,Vila Marina,220,3,2,Casa,3000,3127
Rua Engenheiro Bianor,Butantã,50,2,0,Apartamento,4500,5461
Avenida Celso Garcia,Tatuapé,36,1,0,Studio e kitnet,883,1440
Rua Guareí,Vila Bertioga,80,2,0,Casa,2800,2919
Avenida Doutor José Maciel,Jardim Maria Rosa,40,1,0,Studio e kitnet,850,925
Rua Frederico Von Martius,Vila Monumento,189,2,5,Casa,3000,3511
Rua Mariz E Barros,Jardim da Gloria,32,2,0,Apartamento,3000,3049
Rua Pernambucana,Conceição,50,2,1,Apartamento,2800,2987
Avenida Santo Amaro,Vila Nova Conceição,127,3,1,Apartamento,5625,7976
Praça Marechal Deodoro,Santa Cecilia,50,1,0,Apartamento,1940,2385
Rua Juçara,Bosque da Saúde,120,2,1,Casa,3366,3609
Rua Pascoal Vita,Vila Madalena,75,2,2,Apartamento,3000,4326
Avenida Rouxinol,Indianópolis,42,1,0,Apartamento,4250,5264
Rua Maria Daffre,Quinta da Paineira,126,2,0,Casa,2200,2621
Avenida Paes de Barros,Mooca,133,3,1,Apartamento,4470,5709
Rua Treze de Maio,Bela Vista,160,3,1,Apartamento,4500,6254
Rua Corumbaiba,Vila Oratório,57,2,1,Apartamento,3100,3746
Rua Suzano,Jardim Paulista,36,1,1,Apartamento,5127,6218
Avenida Professor Francisco Morato,Vila Sonia,54,2,2,Apartamento,2200,3109
Rua da Economia,Vila Nova Savoia,38,1,0,Casa,1000,1276
Rua da Consolação,Consolação,73,2,1,Apartamento,2950,4885
R. Justino Nigro,Interlagos,133,3,2,Casa,5000,5224
Rua Professor Arnaldo João Semeraro,Jardim Santa Emília,41,2,1,Apartamento,2408,2836
Rua Padre Benedito de Camargo,Penha de França,55,2,1,Apartamento,1700,2566
Rua Bernardo de Quadros,Vila Morse,90,2,1,Casa,2800,2969
Avenida Ipiranga,Sé,45,1,0,Apartamento,3000,4116
Rua Lindório,Vila Domitila,70,2,1,Casa,1930,2041
Rua Brás Cubas,Centro,210,3,1,Apartamento,2500,3394
Rua Martim Afonso,Belenzinho,52,2,1,Apartamento,2400,3245
Rua Coronel Fawcett,Vila Moraes,120,2,1,Casa,1400,1519
Rua Herculânia,Vila Monumento,210,3,2,Casa,4800,5240
Avenida Antônio Buono,Vila Guarani(zona Leste),35,1,0,Studio e kitnet,1110,1153
Rua Gregório de Morais Rego,Jardim Consorcio,30,1,0,Casa,1100,1213
Rua Enéas de Barros,Vila Santana,50,2,0,Casa em condomínio,1375,1433
Rua Hayden,Vila Leopoldina,87,2,0,Apartamento,2000,2833
Rua Joaquim Antunes,Pinheiros,49,1,1,Apartamento,3600,4589
Rua Riga,Sacomã,70,2,1,Apartamento,1590,1787
Rua Dom Bento Pickel,Casa Verde Alta,40,1,0,Casa,650,717
Largo do Arouche,República,80,2,0,Apartamento,2250,2877
Rua São Jorge,Parque São Jorge,63,2,0,Apartamento,3000,3116
Rua Peixoto Gomide,Jardim Paulista,268,3,2,Apartamento,9700,14570
Praça da República,República,350,3,1,Apartamento,8100,12040
Rua José Alves de Oliveira,Vila Maria Zélia,75,3,1,Casa,3200,3335
Rua Visconde de Itaboraí,Vila Azevedo,90,2,1,Apartamento,3200,4339
Avenida Rangel Pestana,Brás,33,1,0,Apartamento,1275,1687
Avenida Professor Luiz Ignácio Anhaia Mello,Vila Prudente,45,2,0,Apartamento,3000,3382
Rua Castilho,Brooklin,67,2,1,Apartamento,5750,7059
Rua Moacir Miguel da Silva,Jardim Bonfiglioli,250,2,1,Casa,3200,3435
Rua Conselheiro Crispiniano,República,54,1,0,Studio e kitnet,1300,2276
Rua Augusta,Consolação,96,2,0,Apartamento,3774,4739
Avenida Ministro Petrônio Portela,Vila Amélia,70,3,1,Apartamento,2250,3017
Rua Jovina,Vila Mascote,30,1,0,Apartamento,1730,1922
Rua Barão de Tramandaí,Vila Alpina,46,2,0,Apartamento,1700,1886
Rua Bela Cintra,Consolação,96,2,1,Apartamento,5000,6144
Rua Guaricanga,Lapa,60,1,1,Casa,2410,2512
Rua Lima Cantuária,Vila Industrial,86,2,0,Casa,1900,1981
Rua Maracá,Vila Guarani (z Sul),73,1,1,Apartamento,3500,4623
Rua Braúlio Guedes,Gopoúva,54,2,1,Apartamento,1300,1783
Avenida Xavier Pinheiro,Vila Formosa,50,1,1,Casa,850,1139
Rua Capricho,Vila Nivi,50,1,0,Casa,1034,1155
Rua da Glória,Liberdade,34,1,0,Apartamento,2350,3030
Rua Embuaçu,Vila Mariana,40,1,0,Studio e kitnet,1700,1950
Rua Floresto Bandecchi,Jaguaré,49,2,1,Apartamento,1150,1879
Alameda Itu,Jardim Paulista,105,3,2,Apartamento,8000,10840
Rua Baltazar Brum,Vila Ré,50,1,0,Casa,965,1064
Rua Crítios,Vila Suzana,210,2,2,Apartamento,5000,7528
Rua Rio Grande do Norte,Vila São Pedro,52,2,1,Apartamento,1600,2062
Rua Pedro Taques,Consolação,67,1,0,Apartamento,7500,9199
Rua José Casas Garcia,Jardim Rosa Maria,70,2,1,Casa,1950,2033
Rua Belo Horizonte,Jardim Brasília (zona Norte),46,1,0,Apartamento,1286,1362
Rua José Gonçalves Gomide,Vila Guilherme,35,1,0,Studio e kitnet,750,959
Avenida Elísio Teixeira Leite,Vila Brasilandia,50,2,0,Apartamento,1445,1639
Avenida Túlio Teodoro de Campos,Vila Paulista,56,3,1,Apartamento,2700,3554
Rua Santo Amaro,Bela Vista,27,1,0,Apartamento,1925,2320
Rua João Fernandes Camisa Nova Júnior,Jardim São Luís,150,3,1,Casa,3000,3274
